MIT1002-mutant-library,MIT1002-used-for-model,ATCC27126_new,ATCC27126_old,HOT1A3_new,HOT1A3_old
MIT1002_02568,TK37_RS11760,MASE_RS11850,MASE_11885,ACZ81_RS12495,ACZ81_12485
MIT1002_02569,TK37_RS11755,MASE_RS11855,MASE_11890,ACZ81_RS12500,ACZ81_12490
MIT1002_02570,TK37_RS11750,MASE_RS11860,MASE_11895,ACZ81_RS12505,ACZ81_12495
MIT1002_02571,TK37_RS11745,MASE_RS11865,MASE_11900,ACZ81_RS12510,ACZ81_12500
MIT1002_02572,TK37_RS11740,MASE_RS11870,MASE_11905,ACZ81_RS12515,ACZ81_12505
MIT1002_02573,TK37_RS11735,MASE_RS11875,MASE_11910,ACZ81_RS12520,ACZ81_12510
MIT1002_02574,TK37_RS11730,MASE_RS11880,MASE_11915,ACZ81_RS12525,ACZ81_12515
MIT1002_02575,TK37_RS11725,MASE_RS11885,MASE_11920,ACZ81_RS12530,ACZ81_12520
MIT1002_02576,TK37_RS11720,MASE_RS11890,MASE_11925,ACZ81_RS12535,ACZ81_12525
MIT1002_02577,TK37_RS11715,MASE_RS11895,MASE_11930,ACZ81_RS12540,ACZ81_12530
MIT1002_02578,TK37_RS11710,MASE_RS11900,MASE_11935,ACZ81_RS12545,ACZ81_12535
MIT1002_02579,TK37_RS11705,MASE_RS11905,MASE_11940,ACZ81_RS12550,ACZ81_12540
MIT1002_02580,TK37_RS11700,MASE_RS11910,MASE_11945,ACZ81_RS12555,ACZ81_12545
MIT1002_02581,TK37_RS11695,MASE_RS11915,MASE_11950,ACZ81_RS12560,ACZ81_12550
MIT1002_02582,TK37_RS11690,MASE_RS11920,MASE_11955,ACZ81_RS12565,ACZ81_12555
MIT1002_02583,TK37_RS11685,MASE_RS11925,MASE_11960,ACZ81_RS12570,ACZ81_12560
MIT1002_02584,TK37_RS11680,MASE_RS11930,MASE_11965,ACZ81_RS12575,ACZ81_12565
MIT1002_02585,TK37_RS11675,MASE_RS11935,MASE_11970,ACZ81_RS12580,ACZ81_12570
MIT1002_02586,TK37_RS11670,MASE_RS11940,MASE_11975,ACZ81_RS12585,ACZ81_12575
MIT1002_02587,TK37_RS11665,MASE_RS11945,MASE_11980,ACZ81_RS12590,ACZ81_12580
MIT1002_02588,TK37_RS11660,MASE_RS11950,MASE_11985,ACZ81_RS12595,ACZ81_12585
MIT1002_02589,TK37_RS11655,MASE_RS11955,MASE_11990,ACZ81_RS12600,ACZ81_12590
MIT1002_02590,TK37_RS11650,MASE_RS11960,MASE_11995,ACZ81_RS12605,ACZ81_12595
MIT1002_02591,TK37_RS11645,MASE_RS11965,MASE_12000,ACZ81_RS12610,ACZ81_12600
MIT1002_02592,TK37_RS11640,MASE_RS11970,MASE_12005,ACZ81_RS12615,ACZ81_12605
MIT1002_02593,TK37_RS11635,MASE_RS11975,MASE_12010,ACZ81_RS12620,ACZ81_12610
MIT1002_02594,TK37_RS11630,MASE_RS11980,MASE_12015,ACZ81_RS12625,ACZ81_12615
MIT1002_02596,TK37_RS11620,MASE_RS11985,MASE_12020,ACZ81_RS12630,ACZ81_12620
MIT1002_02597,TK37_RS11615,MASE_RS11990,MASE_12025,ACZ81_RS12635,ACZ81_12625
MIT1002_02598,TK37_RS11610,MASE_RS11995,MASE_12030,ACZ81_RS12640,ACZ81_12630
MIT1002_02599,TK37_RS11605,MASE_RS12000,MASE_12035,ACZ81_RS12645,ACZ81_12635
MIT1002_02600,TK37_RS11600,MASE_RS12005,MASE_12040,ACZ81_RS12650,ACZ81_12640
MIT1002_02604,TK37_RS20360,MASE_RS09460,MASE_09455,ACZ81_RS01285,ACZ81_01295
MIT1002_02622,TK37_RS16195,MASE_RS12010,MASE_12045,ACZ81_RS12655,ACZ81_12645
MIT1002_02623,TK37_RS16190,MASE_RS12015,MASE_12050,ACZ81_RS12660,ACZ81_12650
MIT1002_02624,TK37_RS16185,MASE_RS12020,MASE_12055,ACZ81_RS12665,ACZ81_12655
MIT1002_02625,TK37_RS16180,MASE_RS12025,MASE_12060,ACZ81_RS12670,ACZ81_12660
MIT1002_02626,TK37_RS16175,MASE_RS12030,MASE_12065,ACZ81_RS12675,ACZ81_12665
MIT1002_02627,TK37_RS16170,MASE_RS12035,MASE_12070,ACZ81_RS12680,ACZ81_12670
MIT1002_02629,TK37_RS16160,MASE_RS12050,MASE_12085,ACZ81_RS12695,ACZ81_12685
MIT1002_02630,TK37_RS16155,MASE_RS12055,MASE_12090,ACZ81_RS12700,ACZ81_12690
MIT1002_02632,TK37_RS16150,MASE_RS12060,MASE_12095,ACZ81_RS12705,ACZ81_12695
MIT1002_02633,TK37_RS16145,MASE_RS12065,MASE_12100,ACZ81_RS12710,ACZ81_12700
MIT1002_02634,TK37_RS16140,MASE_RS12070,MASE_12105,ACZ81_RS12715,ACZ81_12705
MIT1002_02635,TK37_RS16135,MASE_RS12075,MASE_12110,ACZ81_RS12720,ACZ81_12710
MIT1002_02636,TK37_RS16130,MASE_RS12080,MASE_12115,ACZ81_RS12725,ACZ81_12715
MIT1002_02637,TK37_RS16125,MASE_RS12085,MASE_12120,ACZ81_RS12730,ACZ81_12720
MIT1002_02638,TK37_RS16120,MASE_RS12090,MASE_12125,ACZ81_RS12735,ACZ81_12725
MIT1002_02639,TK37_RS16115,MASE_RS12095,MASE_12130,ACZ81_RS12740,ACZ81_12730
MIT1002_02640,TK37_RS16110,MASE_RS12105,MASE_12140,ACZ81_RS12750,ACZ81_12740
MIT1002_02641,TK37_RS16105,MASE_RS12110,MASE_12145,ACZ81_RS12755,ACZ81_12745
MIT1002_02642,TK37_RS16100,MASE_RS12115,MASE_12150,ACZ81_RS12760,ACZ81_12750
MIT1002_02643,TK37_RS16095,MASE_RS12120,MASE_12155,ACZ81_RS12765,ACZ81_12755
MIT1002_02644,TK37_RS16090,MASE_RS12125,MASE_12160,ACZ81_RS12770,ACZ81_12760
MIT1002_02646,TK37_RS16080,MASE_RS12135,MASE_12170,ACZ81_RS12775,ACZ81_12765
MIT1002_02647,TK37_RS16075,MASE_RS12140,MASE_12175,ACZ81_RS12780,ACZ81_12770
MIT1002_02648,TK37_RS16070,MASE_RS12145,MASE_12180,ACZ81_RS12785,ACZ81_12775
MIT1002_02649,TK37_RS16065,MASE_RS12150,MASE_12185,ACZ81_RS12790,ACZ81_12780
MIT1002_02650,TK37_RS16060,MASE_RS12155,MASE_12190,ACZ81_RS12795,ACZ81_12785
MIT1002_02651,TK37_RS16055,MASE_RS12160,MASE_12195,ACZ81_RS12800,ACZ81_12790
MIT1002_02652,TK37_RS16050,MASE_RS12165,MASE_12200,ACZ81_RS12805,ACZ81_12795
MIT1002_02653,TK37_RS16045,MASE_RS12170,MASE_12205,ACZ81_RS12810,ACZ81_12800
MIT1002_02654,TK37_RS16040,MASE_RS12175,MASE_12210,ACZ81_RS12815,ACZ81_12805
MIT1002_02655,TK37_RS16035,MASE_RS12180,MASE_12215,ACZ81_RS12820,ACZ81_12810
MIT1002_02657,TK37_RS16030,MASE_RS12185,MASE_12220,ACZ81_RS12825,ACZ81_12815
MIT1002_02658,TK37_RS16025,MASE_RS12190,MASE_12225,ACZ81_RS12830,ACZ81_12820
MIT1002_02659,TK37_RS16020,MASE_RS12195,MASE_12230,ACZ81_RS12835,ACZ81_12825
MIT1002_02660,TK37_RS16010,MASE_RS12215,MASE_12250,ACZ81_RS12845,ACZ81_12835
MIT1002_02668,TK37_RS06155,MASE_RS12240,MASE_12255,ACZ81_RS12875,ACZ81_12865
MIT1002_02669,TK37_RS06150,MASE_RS12245,MASE_12260,ACZ81_RS12880,ACZ81_12870
MIT1002_02670,TK37_RS06145,MASE_RS12250,MASE_12265,ACZ81_RS12885,ACZ81_12875
MIT1002_02671,TK37_RS06140,MASE_RS12255,MASE_12270,ACZ81_RS12890,ACZ81_12880
MIT1002_02672,TK37_RS06135,MASE_RS12260,MASE_12275,ACZ81_RS12895,ACZ81_12885
MIT1002_02673,TK37_RS06130,MASE_RS12265,MASE_12280,ACZ81_RS12900,ACZ81_12890
MIT1002_02674,TK37_RS06125,MASE_RS12270,MASE_12285,ACZ81_RS12905,ACZ81_12895
MIT1002_02675,TK37_RS06120,MASE_RS12275,MASE_12290,ACZ81_RS12910,ACZ81_12900
MIT1002_02677,TK37_RS06110,MASE_RS12285,MASE_12300,ACZ81_RS12920,ACZ81_12910
MIT1002_02678,TK37_RS06105,MASE_RS12290,MASE_12305,ACZ81_RS12925,ACZ81_12915
MIT1002_02679,TK37_RS06100,MASE_RS12295,MASE_12315,ACZ81_RS12930,ACZ81_12920
MIT1002_02680,TK37_RS06095,MASE_RS12300,MASE_12320,ACZ81_RS12935,ACZ81_12925
MIT1002_02681,TK37_RS06090,MASE_RS12305,MASE_12325,ACZ81_RS12940,ACZ81_12930
MIT1002_02682,TK37_RS06085,MASE_RS12310,MASE_12330,ACZ81_RS12945,ACZ81_12935
MIT1002_02683,TK37_RS06080,MASE_RS12315,MASE_12335,ACZ81_RS12950,ACZ81_12940
MIT1002_02684,TK37_RS06075,MASE_RS12320,MASE_12340,ACZ81_RS12955,ACZ81_12945
MIT1002_02685,TK37_RS06070,MASE_RS12325,MASE_12345,ACZ81_RS12960,ACZ81_12950
MIT1002_02686,TK37_RS06065,MASE_RS12330,MASE_12350,ACZ81_RS12965,ACZ81_12955
MIT1002_02687,TK37_RS06060,MASE_RS12335,MASE_12355,ACZ81_RS12970,ACZ81_12960
MIT1002_02688,TK37_RS06055,MASE_RS12340,MASE_12360,ACZ81_RS12975,ACZ81_12965
MIT1002_02689,TK37_RS06050,MASE_RS12345,MASE_12365,ACZ81_RS12980,ACZ81_12970
MIT1002_02690,TK37_RS06045,MASE_RS12350,MASE_12370,ACZ81_RS12985,ACZ81_12975
MIT1002_02691,TK37_RS06040,MASE_RS12355,MASE_12375,ACZ81_RS12990,ACZ81_12980
MIT1002_02692,TK37_RS06035,MASE_RS12360,MASE_12380,ACZ81_RS12995,ACZ81_12985
MIT1002_02694,TK37_RS06025,MASE_RS12370,MASE_12395,ACZ81_RS13010,ACZ81_13000
MIT1002_02695,TK37_RS06020,MASE_RS12375,MASE_12400,ACZ81_RS13015,ACZ81_13005
MIT1002_02696,TK37_RS06015,MASE_RS12380,MASE_12405,ACZ81_RS13020,ACZ81_13010
MIT1002_02697,TK37_RS06010,MASE_RS12385,MASE_12410,ACZ81_RS13025,ACZ81_13015
MIT1002_02698,TK37_RS06005,MASE_RS12390,MASE_12415,ACZ81_RS13030,ACZ81_13020
MIT1002_02699,TK37_RS06000,MASE_RS12395,MASE_12420,ACZ81_RS13035,ACZ81_13025
MIT1002_02700,TK37_RS05995,MASE_RS12400,MASE_12425,ACZ81_RS13040,ACZ81_13030
MIT1002_02701,TK37_RS05990,MASE_RS12405,MASE_12430,ACZ81_RS13045,ACZ81_13035
MIT1002_02702,TK37_RS05985,MASE_RS12410,MASE_12435,ACZ81_RS13050,ACZ81_13040
MIT1002_02703,TK37_RS05980,MASE_RS12415,MASE_12440,ACZ81_RS13055,ACZ81_13045
MIT1002_02704,TK37_RS05975,MASE_RS12420,MASE_12445,ACZ81_RS13060,ACZ81_13050
MIT1002_02705,TK37_RS05970,MASE_RS12425,MASE_12450,ACZ81_RS13065,ACZ81_13055
MIT1002_02706,TK37_RS05965,MASE_RS12430,MASE_12455,ACZ81_RS13070,ACZ81_13060
MIT1002_02707,TK37_RS05960,MASE_RS12435,MASE_12460,ACZ81_RS13075,ACZ81_13065
MIT1002_02708,TK37_RS05955,MASE_RS12440,MASE_12465,ACZ81_RS13080,ACZ81_13070
MIT1002_02709,TK37_RS05950,MASE_RS12445,MASE_12470,ACZ81_RS13085,ACZ81_13075
MIT1002_02710,TK37_RS05945,MASE_RS12450,MASE_12475,ACZ81_RS13090,ACZ81_13080
MIT1002_02711,TK37_RS05940,MASE_RS12455,MASE_12480,ACZ81_RS13095,ACZ81_13085
MIT1002_02712,TK37_RS05935,MASE_RS12460,MASE_12485,ACZ81_RS13100,ACZ81_13090
MIT1002_02713,TK37_RS05930,MASE_RS12465,MASE_12490,ACZ81_RS13105,ACZ81_13095
MIT1002_02714,TK37_RS05925,MASE_RS12470,MASE_12495,ACZ81_RS13110,ACZ81_13100
MIT1002_02715,TK37_RS05920,MASE_RS12475,MASE_12500,ACZ81_RS13115,ACZ81_13105
MIT1002_02716,TK37_RS05915,MASE_RS12480,MASE_12505,ACZ81_RS13120,ACZ81_13110
MIT1002_02717,TK37_RS05910,MASE_RS12485,MASE_12510,ACZ81_RS13125,ACZ81_13115
MIT1002_02718,TK37_RS05905,MASE_RS12490,MASE_12515,ACZ81_RS13130,ACZ81_13120
MIT1002_02719,TK37_RS05900,MASE_RS12495,MASE_12520,ACZ81_RS13135,ACZ81_13125
MIT1002_02720,TK37_RS05895,MASE_RS12500,MASE_12525,ACZ81_RS13140,ACZ81_13130
MIT1002_02721,TK37_RS05890,MASE_RS12505,MASE_12530,ACZ81_RS13145,ACZ81_13135
MIT1002_02722,TK37_RS05885,MASE_RS12510,MASE_12535,ACZ81_RS13150,ACZ81_13140
MIT1002_02723,TK37_RS05880,MASE_RS12515,MASE_12540,ACZ81_RS13155,ACZ81_13145
MIT1002_02724,TK37_RS05875,MASE_RS12520,MASE_12545,ACZ81_RS13160,ACZ81_13150
MIT1002_02725,TK37_RS05870,MASE_RS12525,MASE_12550,ACZ81_RS13165,ACZ81_13155
MIT1002_02726,TK37_RS05865,MASE_RS12530,MASE_12555,ACZ81_RS13175,ACZ81_13165
MIT1002_02727,TK37_RS05860,MASE_RS12535,MASE_12560,ACZ81_RS13180,ACZ81_13170
MIT1002_02728,TK37_RS05855,MASE_RS12540,MASE_12565,ACZ81_RS13185,ACZ81_13175
MIT1002_02729,TK37_RS05850,MASE_RS12545,MASE_12570,ACZ81_RS13190,ACZ81_13180
MIT1002_02730,TK37_RS05845,MASE_RS12550,MASE_12575,ACZ81_RS13195,ACZ81_13185
MIT1002_02731,TK37_RS05840,MASE_RS12555,MASE_12580,ACZ81_RS13200,ACZ81_13190
MIT1002_02732,TK37_RS05835,MASE_RS12560,MASE_12585,ACZ81_RS13205,ACZ81_13195
MIT1002_02733,TK37_RS05830,MASE_RS12565,MASE_12590,ACZ81_RS13210,ACZ81_13200
MIT1002_02734,TK37_RS05825,MASE_RS12570,MASE_12595,ACZ81_RS13215,ACZ81_13205
MIT1002_02735,TK37_RS05820,MASE_RS12575,MASE_12600,ACZ81_RS13220,ACZ81_13210
MIT1002_02736,TK37_RS05815,MASE_RS12580,MASE_12605,ACZ81_RS13225,ACZ81_13215
MIT1002_02737,TK37_RS05810,MASE_RS12585,MASE_12610,ACZ81_RS13230,ACZ81_13220
MIT1002_02738,TK37_RS05805,MASE_RS12590,MASE_12615,ACZ81_RS13235,ACZ81_13225
MIT1002_02739,TK37_RS05800,MASE_RS12595,MASE_12620,ACZ81_RS13240,ACZ81_13230
MIT1002_02740,TK37_RS05795,MASE_RS12600,MASE_12625,ACZ81_RS13245,ACZ81_13235
MIT1002_02741,TK37_RS05790,MASE_RS12605,MASE_12630,ACZ81_RS13250,ACZ81_13240
MIT1002_02742,TK37_RS05785,MASE_RS12610,MASE_12635,ACZ81_RS13255,ACZ81_13245
MIT1002_02743,TK37_RS05780,MASE_RS12615,MASE_12640,ACZ81_RS13260,ACZ81_13250
MIT1002_02744,TK37_RS05775,MASE_RS12620,MASE_12645,ACZ81_RS13265,ACZ81_13255
MIT1002_02745,TK37_RS05770,MASE_RS12625,MASE_12650,ACZ81_RS13270,ACZ81_13260
MIT1002_02746,TK37_RS05765,MASE_RS12630,MASE_12655,ACZ81_RS13275,ACZ81_13265
MIT1002_02747,TK37_RS05760,MASE_RS12635,MASE_12660,ACZ81_RS13280,ACZ81_13270
MIT1002_02748,TK37_RS05755,MASE_RS12640,MASE_12665,ACZ81_RS13285,ACZ81_13275
MIT1002_02749,TK37_RS05750,MASE_RS12645,MASE_12670,ACZ81_RS13290,ACZ81_13280
MIT1002_02750,TK37_RS05745,MASE_RS12650,MASE_12675,ACZ81_RS13295,ACZ81_13285
MIT1002_02751,TK37_RS05740,MASE_RS12655,MASE_12680,ACZ81_RS13300,ACZ81_13290
MIT1002_02752,TK37_RS05735,MASE_RS12660,MASE_12685,ACZ81_RS13305,ACZ81_13295
MIT1002_02753,TK37_RS05730,MASE_RS12665,MASE_12690,ACZ81_RS13310,ACZ81_13300
MIT1002_02755,TK37_RS05720,MASE_RS12675,MASE_12700,ACZ81_RS13315,ACZ81_13305
MIT1002_02756,TK37_RS05715,MASE_RS12680,MASE_12705,ACZ81_RS13320,ACZ81_13310
MIT1002_02757,TK37_RS05710,MASE_RS12685,MASE_12710,ACZ81_RS13325,ACZ81_13315
MIT1002_02759,TK37_RS20255,MASE_RS12690,MASE_12715,ACZ81_RS13330,ACZ81_13320
MIT1002_02760,TK37_RS20250,MASE_RS12695,MASE_12720,ACZ81_RS13335,ACZ81_13325
MIT1002_02761,TK37_RS20245,MASE_RS12700,MASE_12725,ACZ81_RS13340,ACZ81_13330
MIT1002_02770,TK37_RS18435,MASE_RS12720,MASE_12735,ACZ81_RS13385,ACZ81_13375
MIT1002_02771,TK37_RS18440,MASE_RS12725,MASE_12740,ACZ81_RS13390,ACZ81_13380
MIT1002_02772,TK37_RS18445,MASE_RS12730,MASE_12745,ACZ81_RS13395,ACZ81_13385
MIT1002_02773,TK37_RS18450,MASE_RS12735,MASE_12750,ACZ81_RS13400,ACZ81_13390
MIT1002_02774,TK37_RS18455,MASE_RS12740,MASE_12755,ACZ81_RS13405,ACZ81_13395
MIT1002_02775,TK37_RS18460,MASE_RS12745,MASE_12760,ACZ81_RS13410,ACZ81_13400
MIT1002_02776,TK37_RS18465,MASE_RS12750,MASE_12765,ACZ81_RS13415,ACZ81_13405
MIT1002_02777,TK37_RS18470,MASE_RS12755,MASE_12770,ACZ81_RS13420,ACZ81_13410
MIT1002_02778,TK37_RS18475,MASE_RS12760,MASE_12775,ACZ81_RS13425,ACZ81_13415
MIT1002_02779,TK37_RS18480,MASE_RS12765,MASE_12780,ACZ81_RS13430,ACZ81_13420
MIT1002_02780,TK37_RS18485,MASE_RS12770,MASE_12785,ACZ81_RS13435,ACZ81_13425
MIT1002_02781,TK37_RS18490,MASE_RS12775,MASE_12790,ACZ81_RS13440,ACZ81_13430
MIT1002_02783,TK37_RS18500,MASE_RS12785,MASE_12800,ACZ81_RS13450,ACZ81_13440
MIT1002_02784,TK37_RS18505,MASE_RS12790,MASE_12805,ACZ81_RS13455,ACZ81_13445
MIT1002_02785,TK37_RS18510,MASE_RS12795,MASE_12810,ACZ81_RS13460,ACZ81_13450
MIT1002_02786,TK37_RS18515,MASE_RS12800,MASE_12815,ACZ81_RS13465,ACZ81_13455
MIT1002_02787,TK37_RS18520,MASE_RS12805,MASE_12820,ACZ81_RS13470,ACZ81_13460
MIT1002_02788,TK37_RS18525,MASE_RS12810,MASE_12825,ACZ81_RS13475,ACZ81_13465
MIT1002_02789,TK37_RS18530,MASE_RS12815,MASE_12830,ACZ81_RS13480,ACZ81_13470
MIT1002_02790,TK37_RS18535,MASE_RS12820,MASE_12835,ACZ81_RS13485,ACZ81_13475
MIT1002_02793,TK37_RS12790,MASE_RS12830,MASE_12850,ACZ81_RS13495,ACZ81_13485
MIT1002_02794,TK37_RS12785,MASE_RS12835,MASE_12855,ACZ81_RS13500,ACZ81_13490
MIT1002_02795,TK37_RS12780,MASE_RS12840,MASE_12860,ACZ81_RS13505,ACZ81_13495
MIT1002_02796,TK37_RS12775,MASE_RS12845,MASE_12865,ACZ81_RS13510,ACZ81_13500
MIT1002_02797,TK37_RS12770,MASE_RS12850,MASE_12870,ACZ81_RS13515,ACZ81_13505
MIT1002_02798,TK37_RS12765,MASE_RS12855,MASE_12875,ACZ81_RS13520,ACZ81_13510
MIT1002_02799,TK37_RS12760,MASE_RS12860,MASE_12880,ACZ81_RS13525,ACZ81_13515
MIT1002_02800,TK37_RS12755,MASE_RS12865,MASE_12885,ACZ81_RS13530,ACZ81_13520
MIT1002_02801,TK37_RS12750,MASE_RS12870,MASE_12890,ACZ81_RS13535,ACZ81_13525
MIT1002_02802,TK37_RS12745,MASE_RS12875,MASE_12895,ACZ81_RS13540,ACZ81_13530
MIT1002_02803,TK37_RS12740,MASE_RS12880,MASE_12900,ACZ81_RS13545,ACZ81_13535
MIT1002_02804,TK37_RS12735,MASE_RS12885,MASE_12905,ACZ81_RS13550,ACZ81_13540
MIT1002_02805,TK37_RS12730,MASE_RS12890,MASE_12910,ACZ81_RS13555,ACZ81_13545
MIT1002_02806,TK37_RS12725,MASE_RS12895,MASE_12915,ACZ81_RS13560,ACZ81_13550
MIT1002_02807,TK37_RS12720,MASE_RS12900,MASE_12920,ACZ81_RS13565,ACZ81_13555
MIT1002_02808,TK37_RS12715,MASE_RS12905,MASE_12925,ACZ81_RS13570,ACZ81_13560
MIT1002_02809,TK37_RS12710,MASE_RS12910,MASE_12930,ACZ81_RS13575,ACZ81_13565
MIT1002_02810,TK37_RS12705,MASE_RS12915,MASE_12935,ACZ81_RS13580,ACZ81_13570
MIT1002_02811,TK37_RS12700,MASE_RS12920,MASE_12940,ACZ81_RS13585,ACZ81_13575
MIT1002_02812,TK37_RS12695,MASE_RS12925,MASE_12945,ACZ81_RS13590,ACZ81_13580
MIT1002_02813,TK37_RS12690,MASE_RS12930,MASE_12950,ACZ81_RS13595,ACZ81_13585
MIT1002_02814,TK37_RS12685,MASE_RS12935,MASE_12955,ACZ81_RS13600,ACZ81_13590
MIT1002_02815,TK37_RS12680,MASE_RS12940,MASE_12960,ACZ81_RS13605,ACZ81_13595
MIT1002_02816,TK37_RS12675,MASE_RS12945,MASE_12965,ACZ81_RS13610,ACZ81_13600
MIT1002_02817,TK37_RS12670,MASE_RS12950,MASE_12970,ACZ81_RS13615,ACZ81_13605
MIT1002_02818,TK37_RS12665,MASE_RS12955,MASE_12975,ACZ81_RS13620,ACZ81_13610
MIT1002_02819,TK37_RS12660,MASE_RS12960,MASE_12980,ACZ81_RS13625,ACZ81_13615
MIT1002_02820,TK37_RS12655,MASE_RS12965,MASE_12985,ACZ81_RS13630,ACZ81_13620
MIT1002_02821,TK37_RS12650,MASE_RS12970,MASE_12990,ACZ81_RS13635,ACZ81_13625
MIT1002_02822,TK37_RS12645,MASE_RS12975,MASE_12995,ACZ81_RS13640,ACZ81_13630
MIT1002_02823,TK37_RS12640,MASE_RS12980,MASE_13000,ACZ81_RS13645,ACZ81_13635
MIT1002_02824,TK37_RS12635,MASE_RS12985,MASE_13005,ACZ81_RS13650,ACZ81_13640
MIT1002_02825,TK37_RS12630,MASE_RS12990,MASE_13010,ACZ81_RS13655,ACZ81_13645
MIT1002_02826,TK37_RS12625,MASE_RS12995,MASE_13015,ACZ81_RS13660,ACZ81_13650
MIT1002_02827,TK37_RS12620,MASE_RS13000,MASE_13020,ACZ81_RS13665,ACZ81_13655
MIT1002_02828,TK37_RS12615,MASE_RS13005,MASE_13025,ACZ81_RS13670,ACZ81_13660
MIT1002_02829,TK37_RS12610,MASE_RS13010,MASE_13030,ACZ81_RS13675,ACZ81_13665
MIT1002_02830,TK37_RS12605,MASE_RS13015,MASE_13035,ACZ81_RS13680,ACZ81_13670
MIT1002_02831,TK37_RS12600,MASE_RS13020,MASE_13040,ACZ81_RS13685,ACZ81_13675
MIT1002_02832,TK37_RS12595,MASE_RS13025,MASE_13045,ACZ81_RS13690,ACZ81_13680
MIT1002_02833,TK37_RS12590,MASE_RS13030,MASE_13050,ACZ81_RS13695,ACZ81_13685
MIT1002_02834,TK37_RS12585,MASE_RS13035,MASE_13055,ACZ81_RS13700,ACZ81_13690
MIT1002_02835,TK37_RS12580,MASE_RS13040,MASE_13060,ACZ81_RS13705,ACZ81_13695
MIT1002_02836,TK37_RS12575,MASE_RS13045,MASE_13065,ACZ81_RS13710,ACZ81_13700
MIT1002_02837,TK37_RS12570,MASE_RS13050,MASE_13070,ACZ81_RS13715,ACZ81_13705
MIT1002_02839,TK37_RS12560,MASE_RS13060,MASE_13080,ACZ81_RS13725,ACZ81_13715
MIT1002_02840,TK37_RS12555,MASE_RS13065,MASE_13085,ACZ81_RS13730,ACZ81_13720
MIT1002_02842,TK37_RS12545,MASE_RS13070,MASE_13090,ACZ81_RS13740,ACZ81_13730
MIT1002_02843,TK37_RS12540,MASE_RS13075,MASE_13095,ACZ81_RS13745,ACZ81_13735
MIT1002_02845,TK37_RS12530,MASE_RS13090,MASE_13110,ACZ81_RS13755,ACZ81_13745
MIT1002_02853,TK37_RS09165,MASE_RS13095,MASE_13115,ACZ81_RS13790,ACZ81_13780
MIT1002_02854,TK37_RS09160,MASE_RS13140,MASE_13165,ACZ81_RS13800,ACZ81_13790
MIT1002_02855,TK37_RS09155,MASE_RS13085,MASE_13105,ACZ81_RS13805,ACZ81_13795
MIT1002_02857,TK37_RS09145,MASE_RS07425,MASE_07440,ACZ81_RS08070,ACZ81_08070
MIT1002_02859,TK37_RS09135,MASE_RS07405,MASE_07425,ACZ81_RS13820,ACZ81_13810
MIT1002_02861,TK37_RS09125,MASE_RS13175,MASE_13200,ACZ81_RS13830,ACZ81_13820
MIT1002_02865,TK37_RS09105,MASE_RS18485,MASE_18495,ACZ81_RS13845,ACZ81_13835
MIT1002_02869,TK37_RS09085,MASE_RS13195,MASE_13220,ACZ81_RS13865,ACZ81_13855
MIT1002_02870,TK37_RS09080,MASE_RS13200,MASE_13225,ACZ81_RS13870,ACZ81_13860
MIT1002_02871,TK37_RS09075,MASE_RS13205,MASE_13230,ACZ81_RS13875,ACZ81_13865
MIT1002_02872,TK37_RS09070,MASE_RS13210,MASE_13235,ACZ81_RS13880,ACZ81_13870
MIT1002_02873,TK37_RS09065,MASE_RS13215,MASE_13240,ACZ81_RS13885,ACZ81_13875
MIT1002_02874,TK37_RS09060,MASE_RS13220,MASE_13245,ACZ81_RS13890,ACZ81_13880
MIT1002_02875,TK37_RS09055,MASE_RS13225,MASE_13250,ACZ81_RS13895,ACZ81_13885
MIT1002_02877,TK37_RS09045,MASE_RS13235,MASE_13265,ACZ81_RS13905,ACZ81_13895
MIT1002_02878,TK37_RS09040,MASE_RS13240,MASE_13270,ACZ81_RS13910,ACZ81_13900
MIT1002_02879,TK37_RS09035,MASE_RS13245,MASE_13275,ACZ81_RS13915,ACZ81_13905
MIT1002_02880,TK37_RS09030,MASE_RS13250,MASE_13280,ACZ81_RS13920,ACZ81_13910
MIT1002_02881,TK37_RS09025,MASE_RS13255,MASE_13285,ACZ81_RS13925,ACZ81_13915
MIT1002_02883,TK37_RS09020,MASE_RS13260,MASE_13290,ACZ81_RS13930,ACZ81_13920
MIT1002_02884,TK37_RS09015,MASE_RS13265,MASE_13295,ACZ81_RS13935,ACZ81_13925
MIT1002_02885,TK37_RS09010,MASE_RS13270,MASE_13300,ACZ81_RS13940,ACZ81_13930
MIT1002_02886,TK37_RS09005,MASE_RS13275,MASE_13305,ACZ81_RS13945,ACZ81_13935
MIT1002_02887,TK37_RS09000,MASE_RS13280,MASE_13310,ACZ81_RS13950,ACZ81_13940
MIT1002_02888,TK37_RS08995,MASE_RS13285,MASE_13315,ACZ81_RS13955,ACZ81_13945
MIT1002_02889,TK37_RS08990,MASE_RS13290,MASE_13320,ACZ81_RS13960,ACZ81_13950
MIT1002_02890,TK37_RS08985,MASE_RS13295,MASE_13325,ACZ81_RS13965,ACZ81_13955
MIT1002_02891,TK37_RS08980,MASE_RS13300,MASE_13330,ACZ81_RS13970,ACZ81_13960
MIT1002_02892,TK37_RS08975,MASE_RS13305,MASE_13335,ACZ81_RS13975,ACZ81_13965
MIT1002_02893,TK37_RS08970,MASE_RS13310,MASE_13340,ACZ81_RS13980,ACZ81_13970
