contrast,gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,Length,down,up
P5 - P1,TX50_RS07830,2.20091406504313,1.27824894587199,0.00569693692216566,0.0139388972116218,Proteome,P5vsP1_prot,723,FALSE,TRUE
P5 - P1,TX50_RS01785,1.07761669158935,-0.65648619333903,0.00571183590325126,0.0139513796333273,Proteome,P5vsP1_prot,297,FALSE,TRUE
P5 - P1,TX50_RS04215,-0.707221031188965,0.229675134023031,0.0057997547549636,0.0141369408570698,Proteome,P5vsP1_prot,534,TRUE,FALSE
P5 - P1,TX50_RS03770,-0.779887199401855,0.0365490913391115,0.005807661798726,0.0141369408570698,Proteome,P5vsP1_prot,1146,TRUE,FALSE
P5 - P1,TX50_RS08265,-0.958949724833171,-0.289553801218669,0.00585379815708495,0.0142249293100494,Proteome,P5vsP1_prot,366,TRUE,FALSE
P5 - P1,TX50_RS06645,0.753815650939943,2.805344581604,0.0060972473399694,0.0147912780444913,Proteome,P5vsP1_prot,1029,FALSE,TRUE
P5 - P1,TX50_RS04945,-1.13354714711507,-0.369835694630941,0.00613514137044025,0.0148578933869165,Proteome,P5vsP1_prot,1041,TRUE,FALSE
P5 - P1,TX50_RS01625,-0.886411348978678,-0.374462922414144,0.00621494245192025,0.0150255994083776,Proteome,P5vsP1_prot,477,TRUE,FALSE
P5 - P1,TX50_RS09125,0.945202827453613,-2.53559001286825,0.00637641317150479,0.0153898514512251,Proteome,P5vsP1_prot,1074,FALSE,TRUE
P5 - P1,TX50_RS00160,-0.565672238667806,0.460829893747966,0.00651541306137624,0.0156987279177661,Proteome,P5vsP1_prot,885,TRUE,FALSE
P5 - P1,TX50_RS00925,0.773648262023924,0.984350363413492,0.00665832975746589,0.0159895631149,Proteome,P5vsP1_prot,921,FALSE,TRUE
P5 - P1,TX50_RS02385,-2.22568543752035,-1.03875907262166,0.0066585750892807,0.0159895631149,Proteome,P5vsP1_prot,351,TRUE,FALSE
P5 - P1,TX50_RS04845,0.564121564229334,3.27308448155721,0.0067132097490959,0.0160936206779673,Proteome,P5vsP1_prot,1911,FALSE,TRUE
P5 - P1,TX50_RS09510,0.928153038024904,-0.166289806365967,0.00678461969327108,0.0162374763751563,Proteome,P5vsP1_prot,171,FALSE,TRUE
P5 - P1,TX50_RS04760,-0.942988395690917,-1.53792683283488,0.00687347564691871,0.0164225324181413,Proteome,P5vsP1_prot,654,TRUE,FALSE
P5 - P1,TX50_RS00375,-0.615702629089356,-0.0250469843546548,0.00692492358145477,0.0165116078790416,Proteome,P5vsP1_prot,1215,TRUE,FALSE
P5 - P1,TX50_RS07170,1.18247445424398,0.876009623209636,0.0069339476907773,0.0165116078790416,Proteome,P5vsP1_prot,456,FALSE,TRUE
P5 - P1,TX50_RS01925,1.16888332366944,-1.61888297398885,0.00697298303880353,0.0165768411473393,Proteome,P5vsP1_prot,399,FALSE,TRUE
P5 - P1,TX50_RS00280,0.721762021382654,-1.28808577855428,0.00701224300627239,0.0166423900682198,Proteome,P5vsP1_prot,1122,FALSE,TRUE
P5 - P1,TX50_RS06465,-1.482666015625,-2.83212653795878,0.00707479610442311,0.0167629112357712,Proteome,P5vsP1_prot,1284,TRUE,FALSE
P5 - P1,TX50_RS05800,0.744450569152831,0.608932177225748,0.00714223301965853,0.0168945844185943,Proteome,P5vsP1_prot,993,FALSE,TRUE
P5 - P1,TX50_RS04985,0.868227958679199,-2.87397988637288,0.00725357185944693,0.0171294963977652,Proteome,P5vsP1_prot,411,FALSE,TRUE
P5 - P1,TX50_RS03805,0.516707420349121,-0.00304333368937184,0.00751185744195095,0.0177100744989042,Proteome,P5vsP1_prot,1020,FALSE,TRUE
P5 - P1,TX50_RS02050,0.594228426615394,0.897291978200276,0.00759959204641255,0.0178873042546967,Proteome,P5vsP1_prot,2487,FALSE,TRUE
P5 - P1,TX50_RS03355,0.682773272196452,-0.55706787109375,0.00762929854551679,0.0179275926218084,Proteome,P5vsP1_prot,705,FALSE,TRUE
P5 - P1,TX50_RS06895,0.800515174865721,2.58843231201172,0.00770723447909405,0.0180808927483195,Proteome,P5vsP1_prot,342,FALSE,TRUE
P5 - P1,TX50_RS04190,0.54657077789307,4.15766779581706,0.00775965739846108,0.0181739344332378,Proteome,P5vsP1_prot,897,FALSE,TRUE
P5 - P1,TX50_RS00700,0.847895622253419,-1.53414344787598,0.00781420227214669,0.0182716322422609,Proteome,P5vsP1_prot,1350,FALSE,TRUE
P5 - P1,TX50_RS03290,0.548019727071127,3.52264849344889,0.00788494651115169,0.0184004654939794,Proteome,P5vsP1_prot,1980,FALSE,TRUE
P5 - P1,TX50_RS03265,1.31638558705648,-0.0761683781941732,0.00789514355113865,0.0184004654939794,Proteome,P5vsP1_prot,726,FALSE,TRUE
P5 - P1,TX50_RS06735,-0.895947456359864,-3.4063138961792,0.00794651147652083,0.0184899221283753,Proteome,P5vsP1_prot,729,TRUE,FALSE
P5 - P1,TX50_RS01860,3.19328784942627,-5.3884121576945,0.00797176238103542,0.0185184170156516,Proteome,P5vsP1_prot,258,FALSE,TRUE
P5 - P1,TX50_RS08005,-0.796334902445474,-0.45136006673177,0.00798485650379385,0.0185186248557043,Proteome,P5vsP1_prot,465,TRUE,FALSE
P5 - P1,TX50_RS00525,2.13777828216553,-1.53946272532145,0.00802134392831032,0.0185729979738437,Proteome,P5vsP1_prot,765,FALSE,TRUE
P5 - P1,TX50_RS00770,-0.645668347676597,0.944821357727051,0.00812216784308419,0.018775920468428402,Proteome,P5vsP1_prot,951,TRUE,FALSE
P5 - P1,TX50_RS05905,-0.52788829803467,1.77323849995931,0.00814201303637762,0.0187912910272313,Proteome,P5vsP1_prot,1776,TRUE,FALSE
P5 - P1,TX50_RS04515,-4.59839216868082,0.392297108968099,0.00835318875455624,0.0192474770007898,Proteome,P5vsP1_prot,1170,TRUE,FALSE
P5 - P1,TX50_RS07995,0.907336870829262,1.39853541056315,0.00839481587600975,0.0193121450847139,Proteome,P5vsP1_prot,693,FALSE,TRUE
P5 - P1,TX50_RS04460,-1.34258429209392,-3.13541809717814,0.00849674602125253,0.0195151069907478,Proteome,P5vsP1_prot,642,TRUE,FALSE
P5 - P1,TX50_RS06720,-1.19069703420003,-3.41126918792725,0.00855615100502249,0.0196199018215008,Proteome,P5vsP1_prot,390,TRUE,FALSE
P5 - P1,TX50_RS09705,0.897513389587403,-1.70318047205607,0.00865600350425293,0.0198169597910871,Proteome,P5vsP1_prot,174,FALSE,TRUE
P5 - P1,TX50_RS00240,0.601126670837403,-0.327445507049561,0.00874953760494583,0.019998943097019,Proteome,P5vsP1_prot,1944,FALSE,TRUE
P5 - P1,TX50_RS06815,0.786912600199381,0.00268205006917341,0.00877564804688031,0.020026478876214,Proteome,P5vsP1_prot,1278,FALSE,TRUE
P5 - P1,TX50_RS01480,-0.512983004252116,-0.585180759429932,0.00884375558428576,0.0201496127232367,Proteome,P5vsP1_prot,1434,TRUE,FALSE
P5 - P1,TX50_RS07800,0.664659818013508,4.07482814788818,0.00891124492627897,0.0202709469249541,Proteome,P5vsP1_prot,948,FALSE,TRUE
P5 - P1,TX50_RS09815,-1.15528202056885,-3.78168296813965,0.00897255537721111,0.020377861016186,Proteome,P5vsP1_prot,144,TRUE,FALSE
P5 - P1,TX50_RS05555,0.587855339050293,3.43520482381185,0.0092194282960129,0.0209052004673923,Proteome,P5vsP1_prot,1356,FALSE,TRUE
P5 - P1,TX50_RS00245,0.804925600687664,3.30681212743123,0.00930600440034553,0.0210679654468872,Proteome,P5vsP1_prot,456,FALSE,TRUE
P5 - P1,TX50_RS07485,2.65047423044841,-4.81587775548299,0.00965466880670614,0.0218226164773802,Proteome,P5vsP1_prot,291,FALSE,TRUE
P5 - P1,TX50_RS04445,0.744374275207518,-1.37433465321859,0.00972957164417341,0.0219570681795609,Proteome,P5vsP1_prot,840,FALSE,TRUE
P5 - P1,TX50_RS00835,1.05625247955322,-1.24643564224243,0.00979345432936631,0.0220662641851545,Proteome,P5vsP1_prot,1116,FALSE,TRUE
P5 - P1,TX50_RS04440,0.684226036071777,-0.0508678754170735,0.00981213063618647,0.0220722259631164,Proteome,P5vsP1_prot,723,FALSE,TRUE
P5 - P1,TX50_RS03380,1.49176375071208,-1.17303514480591,0.00982710060436505,0.0220722259631164,Proteome,P5vsP1_prot,450,FALSE,TRUE
P5 - P1,TX50_RS03425,-1.24977334340413,-2.04167683919271,0.00984782851788732,0.0220839493062544,Proteome,P5vsP1_prot,1140,TRUE,FALSE
P5 - P1,TX50_RS00235,-0.742267290751138,1.93162631988525,0.00989543777961454,0.0221558229530992,Proteome,P5vsP1_prot,2658,TRUE,FALSE
P5 - P1,TX50_RS06360,-1.00408458709717,-0.2521177927653,0.00994632644240087,0.0222348019685696,Proteome,P5vsP1_prot,1092,TRUE,FALSE
P5 - P1,TX50_RS02410,-1.90984916687012,-2.58049321174622,0.0100033182380611,0.0223271554404373,Proteome,P5vsP1_prot,999,TRUE,FALSE
P5 - P1,TX50_RS07925,0.594070752461753,-1.41191085179647,0.0103448494569367,0.0230533108398714,Proteome,P5vsP1_prot,717,FALSE,TRUE
P5 - P1,TX50_RS02265,1.95143667856852,-2.87971274058024,0.0105228968550875,0.0234134455025698,Proteome,P5vsP1_prot,741,FALSE,TRUE
P5 - P1,TX50_RS05385,0.893216133117673,2.26663462320964,0.0107803947677194,0.0239478188220019,Proteome,P5vsP1_prot,669,FALSE,TRUE
P5 - P1,TX50_RS01755,-1.00154272715251,-0.892884731292724,0.0107966992160992,0.0239478188220019,Proteome,P5vsP1_prot,885,TRUE,FALSE
P5 - P1,TX50_RS04635,-2.15610345204671,-2.26320823033651,0.0110725633504867,0.0245215088819489,Proteome,P5vsP1_prot,624,TRUE,FALSE
P5 - P1,TX50_RS04935,-0.455625851949056,0.0462807019551595,0.0111245079046034,0.0245982907704274,Proteome,P5vsP1_prot,1050,TRUE,FALSE
P5 - P1,TX50_RS06770,0.510552406311036,2.23635959625244,0.0113784593888332,0.0251208157669744,Proteome,P5vsP1_prot,1164,FALSE,TRUE
P5 - P1,TX50_RS01570,-0.599581082661947,0.0410521825154623,0.011659367610892,0.0257011447026473,Proteome,P5vsP1_prot,2406,TRUE,FALSE
P5 - P1,TX50_RS04675,-0.73333517710368,-0.12011210123698,0.0121966327533704,0.0268439026905709,Proteome,P5vsP1_prot,828,TRUE,FALSE
P5 - P1,TX50_RS07030,0.723182360331219,0.631009578704835,0.0122852990647475,0.0269973238706797,Proteome,P5vsP1_prot,771,FALSE,TRUE
P5 - P1,TX50_RS02630,2.18529796600342,-4.49245858192444,0.0123949618003364,0.0271831142645871,Proteome,P5vsP1_prot,942,FALSE,TRUE
P5 - P1,TX50_RS00640,1.080428759257,-3.79752365748088,0.0124080226629085,0.0271831142645871,Proteome,P5vsP1_prot,675,FALSE,TRUE
P5 - P1,TX50_RS07930,-0.885872205098469,-1.78516213099162,0.012449423271902,0.0272319181861573,Proteome,P5vsP1_prot,1197,TRUE,FALSE
P5 - P1,TX50_RS07725,-0.486478487650553,2.04452800750733,0.0125972733811839,0.0275130633355918,Proteome,P5vsP1_prot,1620,TRUE,FALSE
P5 - P1,TX50_RS06995,-0.503928184509277,2.43663342793782,0.0126200181842832,0.0275205297004889,Proteome,P5vsP1_prot,1233,TRUE,FALSE
P5 - P1,TX50_RS03625,-0.496593157450352,1.37257639567057,0.0127468709219963,0.0277546547292397,Proteome,P5vsP1_prot,1089,TRUE,FALSE
P5 - P1,TX50_RS01985,1.11622905731201,-0.28098980585734,0.0128643149006253,0.0279676097992219,Proteome,P5vsP1_prot,441,FALSE,TRUE
P5 - P1,TX50_RS04330,1.95350742340088,-4.23908042907715,0.0129958504996484,0.0282105047431391,Proteome,P5vsP1_prot,177,FALSE,TRUE
P5 - P1,TX50_RS02085,0.701651573181155,-1.24609788258871,0.0130535432532947,0.0282926112521943,Proteome,P5vsP1_prot,438,FALSE,TRUE
P5 - P1,TX50_RS05190,-0.928644498189291,-0.395325024922689,0.013101286641837,0.0283529364406929,Proteome,P5vsP1_prot,393,TRUE,FALSE
P5 - P1,TX50_RS08315,-1.02791627248129,1.8606874148051,0.0133025098885114,0.0287447254647045,Proteome,P5vsP1_prot,384,TRUE,FALSE
P5 - P1,TX50_RS02515,1.4222993850708,-3.83541949590047,0.0133474771300302,0.02879819308055,Proteome,P5vsP1_prot,132,FALSE,TRUE
P5 - P1,TX50_RS07615,0.57708517710368,0.906781514485678,0.0135064945482218,0.0290971985426139,Proteome,P5vsP1_prot,306,FALSE,TRUE
P5 - P1,TX50_RS03525,0.621066093444824,-1.6984764734904,0.0135482649683555,0.0291430956419006,Proteome,P5vsP1_prot,693,FALSE,TRUE
P5 - P1,TX50_RS00560,-0.815012296040853,-1.75128618876139,0.0136163796299377,0.0292454367919024,Proteome,P5vsP1_prot,660,TRUE,FALSE
P5 - P1,TX50_RS08195,-0.793632189432777,-1.37584161758423,0.0138016815092616,0.0295987868511875,Proteome,P5vsP1_prot,555,TRUE,FALSE
P5 - P1,TX50_RS07320,-0.57491397857666,-0.426077047983805,0.0140830961373751,0.0301568855633417,Proteome,P5vsP1_prot,1419,TRUE,FALSE
P5 - P1,TX50_RS06615,-1.80822976430257,0.917093753814698,0.0143783224569804,0.0307428396077179,Proteome,P5vsP1_prot,1164,TRUE,FALSE
P5 - P1,TX50_RS01030,-0.491955121358236,-0.39712127049764,0.0146569227203874,0.0312915411601674,Proteome,P5vsP1_prot,1167,TRUE,FALSE
P5 - P1,TX50_RS05275,1.18757216135661,-2.29959456125895,0.0148267216558095,0.0316066641285521,Proteome,P5vsP1_prot,603,FALSE,TRUE
P5 - P1,TX50_RS07345,-0.74938233693441,1.15021944046021,0.0148719761827949,0.0316173362438354,Proteome,P5vsP1_prot,747,TRUE,FALSE
P5 - P1,TX50_RS01615,0.72704346974691,4.50849835077922,0.0148857864119081,0.0316173362438354,Proteome,P5vsP1_prot,1239,FALSE,TRUE
P5 - P1,TX50_RS02250,-0.955918947855629,-0.943825562795002,0.0148983375137736,0.0316173362438354,Proteome,P5vsP1_prot,243,TRUE,FALSE
P5 - P1,TX50_RS07630,0.924705823262534,2.05776373545329,0.0149708172437837,0.0317238746356369,Proteome,P5vsP1_prot,2082,FALSE,TRUE
P5 - P1,TX50_RS09260,3.79896354675293,-5.87173358599345,0.0151874805003748,0.0320664532707431,Proteome,P5vsP1_prot,99,FALSE,TRUE
P5 - P1,TX50_RS01315,0.427275657653809,0.900236765543619,0.0151966833133923,0.0320664532707431,Proteome,P5vsP1_prot,2034,FALSE,TRUE
P5 - P1,TX50_RS03035,0.57259464263916,-0.177273273468018,0.0152000392961739,0.0320664532707431,Proteome,P5vsP1_prot,1047,FALSE,TRUE
P5 - P1,TX50_RS03135,0.925166765848797,-1.69515371322632,0.0153180099963673,0.0322675240160163,Proteome,P5vsP1_prot,441,FALSE,TRUE
P5 - P1,TX50_RS05830,2.05479907989502,-2.61474243799845,0.0156110525312756,0.0328362463877938,Proteome,P5vsP1_prot,897,FALSE,TRUE
P5 - P1,TX50_RS04205,0.388707160949707,0.239814599355062,0.0161444707002845,0.033901237809102,Proteome,P5vsP1_prot,1080,FALSE,TRUE
P5 - P1,TX50_RS06220,-1.35719362894694,-3.25801920890808,0.0161649862867839,0.033901237809102,Proteome,P5vsP1_prot,942,TRUE,FALSE
P5 - P1,TX50_RS06430,0.597855567932129,-0.0627894401550292,0.0162336798402502,0.033995235430171,Proteome,P5vsP1_prot,909,FALSE,TRUE
P5 - P1,TX50_RS05965,0.686870892842613,4.13615306218465,0.0166335577526374,0.0347753799547361,Proteome,P5vsP1_prot,735,FALSE,TRUE
P5 - P1,TX50_RS00060,-0.675651868184408,0.372165997823079,0.0166550625906812,0.0347753799547361,Proteome,P5vsP1_prot,624,TRUE,FALSE
P5 - P1,TX50_RS04055,0.457636833190923,1.46014277140299,0.0167093723350816,0.0348376957615757,Proteome,P5vsP1_prot,1788,FALSE,TRUE
P5 - P1,TX50_RS02835,0.72284730275472,-0.21911350886027,0.0167375005555558,0.0348453227940225,Proteome,P5vsP1_prot,903,FALSE,TRUE
P5 - P1,TX50_RS02925,0.538050651550296,0.655864715576173,0.0167810377706354,0.0348836227196062,Proteome,P5vsP1_prot,768,FALSE,TRUE
P5 - P1,TX50_RS04240,-0.938866615295412,0.188988049825032,0.0168048912820575,0.0348836227196062,Proteome,P5vsP1_prot,1620,TRUE,FALSE
P5 - P1,TX50_RS05840,0.56760056813558,3.52346722284953,0.016838293193567,0.0349020807971461,Proteome,P5vsP1_prot,2526,FALSE,TRUE
P5 - P1,TX50_RS06550,-0.629091580708823,0.684795538584391,0.0169028857804701,0.0349850426619033,Proteome,P5vsP1_prot,1221,TRUE,FALSE
P5 - P1,TX50_RS03655,0.671289126078291,2.52223984400431,0.0170022317977933,0.0351395908273697,Proteome,P5vsP1_prot,387,FALSE,TRUE
P5 - P1,TX50_RS04065,-0.677488009134924,3.97328933080037,0.0171354662420715,0.0353636288821882,Proteome,P5vsP1_prot,1329,TRUE,FALSE
P5 - P1,TX50_RS08210,-0.67683442433675,1.65404558181763,0.017214349908719,0.0354750134153631,Proteome,P5vsP1_prot,408,TRUE,FALSE
P5 - P1,TX50_RS04680,-1.0479949315389,0.228320121765137,0.0176320624911616,0.0362833193459741,Proteome,P5vsP1_prot,390,TRUE,FALSE
P5 - P1,TX50_RS04260,-1.82076930999756,-1.8415789604187,0.0176746382150388,0.036318448511133,Proteome,P5vsP1_prot,609,TRUE,FALSE
P5 - P1,TX50_RS01400,-1.04359976450602,-2.79310607910156,0.0177504154329239,0.0364216016952214,Proteome,P5vsP1_prot,738,TRUE,FALSE
P5 - P1,TX50_RS09450,-1.31866041819254,-3.36232773462931,0.0179986522616513,0.0368778141303474,Proteome,P5vsP1_prot,153,TRUE,FALSE
P5 - P1,TX50_RS08980,0.407477378845213,1.5098565419515,0.0181592871686987,0.0371534840922802,Proteome,P5vsP1_prot,2754,FALSE,TRUE
P5 - P1,TX50_RS06590,-1.44482898712158,-2.36817757288615,0.0185457810981879,0.0378898024158101,Proteome,P5vsP1_prot,1146,TRUE,FALSE
P5 - P1,TX50_RS07790,-0.986415545145674,-3.24542220433553,0.0186171887676586,0.0379811988612406,Proteome,P5vsP1_prot,207,TRUE,FALSE
P5 - P1,TX50_RS08140,1.1945587793986,-1.83976856867472,0.018685074787242,0.0380651595093456,Proteome,P5vsP1_prot,753,FALSE,TRUE
P5 - P1,TX50_RS09145,0.790359814961749,-1.99185037612915,0.0187459346146063,0.0381345869874276,Proteome,P5vsP1_prot,1677,FALSE,TRUE
P5 - P1,TX50_RS08835,0.579028129577636,2.31932433446248,0.0188679923569745,0.0383000470615443,Proteome,P5vsP1_prot,906,FALSE,TRUE
P5 - P1,TX50_RS04970,-0.644357363382975,-0.159889856974284,0.0188810625261265,0.0383000470615443,Proteome,P5vsP1_prot,936,TRUE,FALSE
P5 - P1,TX50_RS00090,-0.973985354105634,-1.07368993759155,0.0190490494318545,0.03858584123892,Proteome,P5vsP1_prot,492,TRUE,FALSE
P5 - P1,TX50_RS00230,-0.723950386047362,0.671953678131103,0.0191770373495767,0.0387899164570983,Proteome,P5vsP1_prot,1773,TRUE,FALSE
P5 - P1,TX50_RS02765,-0.47928587595622,1.55137284596761,0.019207944152069,0.038797322656094,Proteome,P5vsP1_prot,1326,TRUE,FALSE
P5 - P1,TX50_RS07895,1.00036780039469,-4.14560985565186,0.0193786832009024,0.0390867491191007,Proteome,P5vsP1_prot,714,FALSE,TRUE
P5 - P1,TX50_RS07750,1.02472146352132,-1.7776468594869,0.0194287428962816,0.0391322912083522,Proteome,P5vsP1_prot,402,FALSE,TRUE
P5 - P1,TX50_RS08660,-0.512461026509604,3.80036163330078,0.0197253214815142,0.03967352795152,Proteome,P5vsP1_prot,744,TRUE,FALSE
P5 - P1,TX50_RS08650,0.538610140482585,0.0991072654724121,0.0199420587104278,0.040052879553807,Proteome,P5vsP1_prot,249,FALSE,TRUE
P5 - P1,TX50_RS00620,-1.27421220143636,-1.75712744394938,0.01999652976638,0.040105716038486,Proteome,P5vsP1_prot,1197,TRUE,FALSE
P5 - P1,TX50_RS02400,-1.40359656016032,-0.896339893341064,0.0203847098449598,0.0408267606458829,Proteome,P5vsP1_prot,801,TRUE,FALSE
P5 - P1,TX50_RS02990,0.611635526021323,0.915719032287598,0.0207680106954051,0.0415360213908101,Proteome,P5vsP1_prot,645,FALSE,TRUE
P5 - P1,TX50_RS00480,0.458268801371255,2.21493085225423,0.0208137700880541,0.0415691565292974,Proteome,P5vsP1_prot,1146,FALSE,TRUE
P5 - P1,TX50_RS04005,-1.80471579233805,-2.22535387674967,0.0209046427503238,0.0416921726561081,Proteome,P5vsP1_prot,723,TRUE,FALSE
P5 - P1,TX50_RS06295,-0.45589542388916,1.72764333089193,0.02102298889772,0.0418006783759336,Proteome,P5vsP1_prot,867,TRUE,FALSE
P5 - P1,TX50_RS01550,-0.832704226175943,1.4172002474467,0.0210332139025006,0.0418006783759336,Proteome,P5vsP1_prot,192,TRUE,FALSE
P5 - P1,TX50_RS00990,-0.682253837585449,-0.31615670522054,0.0210471112328261,0.0418006783759336,Proteome,P5vsP1_prot,2307,TRUE,FALSE
P5 - P1,TX50_RS00445,1.29828866322836,-2.43649625778198,0.0212248004642226,0.0420948688872604,Proteome,P5vsP1_prot,1401,FALSE,TRUE
P5 - P1,TX50_RS00890,0.847477277119955,-1.26032702128092,0.0215339238094573,0.0426485500760322,Proteome,P5vsP1_prot,900,FALSE,TRUE
P5 - P1,TX50_RS08015,1.86972332000732,-2.55593792597453,0.021587271093519,0.0426948250516264,Proteome,P5vsP1_prot,237,FALSE,TRUE
P5 - P1,TX50_RS09070,-0.385741869608559,1.60034418106079,0.0220816327808653,0.0436119904021529,Proteome,P5vsP1_prot,1065,TRUE,FALSE
P5 - P1,TX50_RS07885,0.349422136942546,-0.141560236612956,0.0222338567389242,0.0438518171692909,Proteome,P5vsP1_prot,2724,FALSE,TRUE
P5 - P1,TX50_RS03255,0.945919354756677,-1.65568908055623,0.0227872684811284,0.0448811484330938,Proteome,P5vsP1_prot,888,FALSE,TRUE
P5 - P1,TX50_RS01405,0.503461519877116,0.0959018071492513,0.0228630962583273,0.0449682998230084,Proteome,P5vsP1_prot,1116,FALSE,TRUE
P5 - P1,TX50_RS05225,1.83394400278728,-4.50011960665385,0.0231520733656213,0.0454738654795099,Proteome,P5vsP1_prot,339,FALSE,TRUE
P5 - P1,TX50_RS03530,0.574558575948077,1.41194979349772,0.0237791422694409,0.0466411826331733,Proteome,P5vsP1_prot,1635,FALSE,TRUE
P5 - P1,TX50_RS00465,-0.536747932434083,-0.674216270446777,0.0238350083478483,0.0466864537652488,Proteome,P5vsP1_prot,228,TRUE,FALSE
P5 - P1,TX50_RS02570,-0.648599942525227,3.24835936228434,0.0239462247906428,0.0468398682718068,Proteome,P5vsP1_prot,837,TRUE,FALSE
P5 - P1,TX50_RS04875,-0.851568539937337,0.00722026824951167,0.0240035298284493,0.0468875534646252,Proteome,P5vsP1_prot,1227,TRUE,FALSE
P5 - P1,TX50_RS03870,-0.990463574727374,-1.49013217290242,0.024063698728605,0.0469406945062104,Proteome,P5vsP1_prot,891,TRUE,FALSE
P5 - P1,TX50_RS03575,-0.803330421447754,-0.451119422912598,0.0241016677757576,0.0469504444769889,Proteome,P5vsP1_prot,735,TRUE,FALSE
P5 - P1,TX50_RS00320,-0.774245897928874,2.61550982793172,0.0241906897132488,0.0469965851745401,Proteome,P5vsP1_prot,1347,TRUE,FALSE
P5 - P1,TX50_RS00225,-0.613926887512207,0.940480868021646,0.0241913602057148,0.0469965851745401,Proteome,P5vsP1_prot,1800,TRUE,FALSE
P5 - P1,TX50_RS05725,-0.45264212290446,1.48538668950399,0.0245174529514105,0.0475651948267147,Proteome,P5vsP1_prot,1638,TRUE,FALSE
P5 - P1,TX50_RS08985,-0.549772580464681,-0.619072596232096,0.0249731317332792,0.0483833191676049,Proteome,P5vsP1_prot,330,TRUE,FALSE
P5 - P1,TX50_RS08690,-0.472446123758952,3.89190371831258,0.0250694450920853,0.0485039263738172,Proteome,P5vsP1_prot,1416,TRUE,FALSE
P5 - P1,TX50_RS03115,0.510913530985517,3.02006276448568,0.0252575607607451,0.0488015827995943,Proteome,P5vsP1_prot,2262,FALSE,TRUE
P5 - P1,TX50_RS07125,0.862763404846189,-1.07395855585734,0.0255257074158772,0.0492528555016384,Proteome,P5vsP1_prot,594,FALSE,TRUE
P5 - P1,TX50_RS02035,0.998003323872881,-4.53460629781087,0.0260590036944579,0.0502138312055589,Proteome,P5vsP1_prot,504,FALSE,TRUE
P5 - P1,TX50_RS00310,-1.05793921152751,-2.40945879618327,0.026095732793522,0.0502166533756423,Proteome,P5vsP1_prot,1287,TRUE,FALSE
P5 - P1,TX50_RS09040,-0.68859004974365,-0.865920702616373,0.0264198964262166,0.0507718387461977,Proteome,P5vsP1_prot,825,TRUE,FALSE
P5 - P1,TX50_RS05350,0.470349947611491,-0.485030968983968,0.0267053567249444,0.0512512506419419,Proteome,P5vsP1_prot,2607,FALSE,TRUE
P5 - P1,TX50_RS05435,1.11081663767497,-4.11966482798258,0.0269866664290607,0.0516700366550884,Proteome,P5vsP1_prot,402,FALSE,TRUE
P5 - P1,TX50_RS00180,1.6966978708903,-5.24698877334595,0.0269961427467596,0.0516700366550884,Proteome,P5vsP1_prot,510,FALSE,TRUE
P5 - P1,TX50_RS02585,0.644911766052246,0.612303892771402,0.0271706436815969,0.0519067265665803,Proteome,P5vsP1_prot,510,FALSE,TRUE
P5 - P1,TX50_RS05095,-1.13016605377197,-2.94402408599853,0.0272189938114543,0.0519067265665803,Proteome,P5vsP1_prot,276,TRUE,FALSE
P5 - P1,TX50_RS08485,-0.81974188486735,-0.0193867683410645,0.0272895902658187,0.0519067265665803,Proteome,P5vsP1_prot,264,TRUE,FALSE
P5 - P1,TX50_RS07465,0.797363599141443,-2.35855881373088,0.0272909812162786,0.0519067265665803,Proteome,P5vsP1_prot,579,FALSE,TRUE
P5 - P1,TX50_RS03875,0.529354413350423,0.609243075052897,0.027302063341551,0.0519067265665803,Proteome,P5vsP1_prot,807,FALSE,TRUE
P5 - P1,TX50_RS02185,0.493880271911621,-0.316846370697022,0.0280468487242516,0.053251616777779,Proteome,P5vsP1_prot,1122,FALSE,TRUE
P5 - P1,TX50_RS00720,0.421037991841638,2.25433826446533,0.0281350155538031,0.0533478856839089,Proteome,P5vsP1_prot,894,FALSE,TRUE
P5 - P1,TX50_RS06580,1.70992183685303,0.294970830281575,0.0282104760108229,0.0534198375524094,Proteome,P5vsP1_prot,1098,FALSE,TRUE
P5 - P1,TX50_RS07890,0.570940971374512,-0.211639404296875,0.0284236441618701,0.0537520176447584,Proteome,P5vsP1_prot,1143,FALSE,TRUE
P5 - P1,TX50_RS04930,0.466797192891438,-0.181546370188395,0.0291819397161044,0.0551128410553484,Proteome,P5vsP1_prot,717,FALSE,TRUE
P5 - P1,TX50_RS07710,1.01399072011312,-0.297215461730956,0.0292659551797273,0.0551983048687837,Proteome,P5vsP1_prot,234,FALSE,TRUE
P5 - P1,TX50_RS05140,0.594690004984539,-2.57396745681763,0.0295438936883909,0.0556443644666928,Proteome,P5vsP1_prot,891,FALSE,TRUE
P5 - P1,TX50_RS05065,-0.41811275482178,2.65628910064697,0.0295806066722517,0.0556443644666928,Proteome,P5vsP1_prot,1029,TRUE,FALSE
P5 - P1,TX50_RS08225,-0.878163337707519,0.437646230061849,0.0297014029586264,0.0557978862969446,Proteome,P5vsP1_prot,348,TRUE,FALSE
P5 - P1,TX50_RS01650,0.796161969502771,-3.70678774515788,0.0301505500428493,0.0565670398695881,Proteome,P5vsP1_prot,867,FALSE,TRUE
